,model,params,score,train_time,test_time
234,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'relu', 'adam', 0.5623413251903491)",33.333,3.532790536999528,0.1953239059948828
235,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'relu', 'adam', 10.0)",0.0,3.6153222780048964,0.19677277800656157
236,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'lbfgs', 0.0001)",0.0,0.50133300699963,0.19192306799959624
237,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'lbfgs', 0.0017782794100389228)",0.0,0.5737185410034726,0.18937388599442784
238,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'lbfgs', 0.03162277660168379)",0.0,0.5680881939988467,0.18888348000473343
239,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'lbfgs', 0.5623413251903491)",4.762,0.5740075819994672,0.18974847700155806
240,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'lbfgs', 10.0)",23.81,1.60708222300309,0.19584497500181897
241,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'sgd', 0.0001)",0.0,3.6773957929981407,0.18628413300029933
242,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'sgd', 0.0017782794100389228)",0.0,3.5987718040050822,0.18718349599657813
243,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'sgd', 0.03162277660168379)",0.0,3.568402190001507,0.19104767799581168
244,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'sgd', 0.5623413251903491)",0.0,3.664135464998253,0.19103316600376274
245,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'sgd', 10.0)",4.762,3.6484377730012056,0.18391603999771178
246,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'adam', 0.0001)",0.0,3.9918618540032185,0.19217310500243912
247,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'adam', 0.0017782794100389228)",38.095,4.089620067999931,0.18850883100094507
248,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'adam', 0.03162277660168379)",38.095,3.9484209490037756,0.1990477790022851
249,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'adam', 0.5623413251903491)",0.0,3.9548745509964647,0.1909626600026968
250,Neural Network (MLP Classifier),"((75, 30, 50, 10, 3), 'logistic', 'adam', 10.0)",0.0,4.011695758999849,0.188471389003098
251,Ada Boost Classifier,"(100, 0.001, 'SAMME')",9.524,1.9745051479985705,0.3116813469969202
252,Ada Boost Classifier,"(100, 0.001, 'SAMME.R')",9.524,2.127325806002773,0.4418840169964824
253,Ada Boost Classifier,"(100, 0.01, 'SAMME')",33.333,1.8715492019982776,0.30134798800281715
254,Ada Boost Classifier,"(100, 0.01, 'SAMME.R')",14.286,2.101287265002611,0.4137438110046787
255,Ada Boost Classifier,"(100, 0.1, 'SAMME')",47.619,1.8760535469991737,0.30453005799790844
256,Ada Boost Classifier,"(100, 0.1, 'SAMME.R')",42.857,2.1504220979986712,0.41901686700293794
257,Ada Boost Classifier,"(100, 1, 'SAMME')",47.619,1.8799887770001078,0.30799339299846906
258,Ada Boost Classifier,"(100, 1, 'SAMME.R')",28.571,2.148260787995241,0.41291474000172457
259,Ada Boost Classifier,"(200, 0.001, 'SAMME')",9.524,3.7239276289983536,0.4430514120031148
260,Ada Boost Classifier,"(200, 0.001, 'SAMME.R')",28.571,4.118038306995004,0.6534232440026244
261,Ada Boost Classifier,"(200, 0.01, 'SAMME')",19.048,3.724112788004277,0.4592352830004529
262,Ada Boost Classifier,"(200, 0.01, 'SAMME.R')",28.571,4.156018379995658,0.6542453339934582
263,Ada Boost Classifier,"(200, 0.1, 'SAMME')",52.381,3.774157606996596,0.44590953300212277
264,Ada Boost Classifier,"(200, 0.1, 'SAMME.R')",42.857,4.238302318000933,0.6557016229999135
265,Ada Boost Classifier,"(200, 1, 'SAMME')",47.619,3.7201319730011164,0.4395357809989946
266,Ada Boost Classifier,"(200, 1, 'SAMME.R')",28.571,4.204600261000451,0.6545156499996665
267,Ada Boost Classifier,"(300, 0.001, 'SAMME')",4.762,5.643847696999728,0.5894914820019039
268,Ada Boost Classifier,"(300, 0.001, 'SAMME.R')",33.333,6.324396518997673,0.8947518009954365
269,Ada Boost Classifier,"(300, 0.01, 'SAMME')",42.857,5.657941730998573,0.5766703890039935
270,Ada Boost Classifier,"(300, 0.01, 'SAMME.R')",42.857,6.401087556005223,0.9168888369968045
271,Ada Boost Classifier,"(300, 0.1, 'SAMME')",47.619,5.615667490994383,0.5902801340052974
272,Ada Boost Classifier,"(300, 0.1, 'SAMME.R')",38.095,6.464621906998218,0.9245129219998489
273,Ada Boost Classifier,"(300, 1, 'SAMME')",47.619,5.591780038004799,0.6174312849980197
274,Ada Boost Classifier,"(300, 1, 'SAMME.R')",23.81,6.374658717999409,0.899879647004127
275,Extra Trees Classifier,"(100, 10, 2, 1, 'auto')",38.095,1.0561104560038075,0.330396400000609
276,Extra Trees Classifier,"(100, 10, 2, 1, 'sqrt')",38.095,1.053082432001247,0.32819970599666703
277,Extra Trees Classifier,"(100, 10, 2, 1, 'log2')",38.095,0.8829860400001053,0.3304023520031478
278,Extra Trees Classifier,"(100, 10, 2, 3, 'auto')",38.095,1.049433169006079,0.33113577000040095
279,Extra Trees Classifier,"(100, 10, 2, 3, 'sqrt')",38.095,1.0227610760048265,0.3268625409982633
280,Extra Trees Classifier,"(100, 10, 2, 3, 'log2')",38.095,0.864292149002722,0.3395568970008753
281,Extra Trees Classifier,"(100, 10, 2, 5, 'auto')",38.095,1.0521520559996134,0.32918882399826543
282,Extra Trees Classifier,"(100, 10, 2, 5, 'sqrt')",38.095,1.0367202410052414,0.3280589280038839
283,Extra Trees Classifier,"(100, 10, 2, 5, 'log2')",38.095,0.8704836370015983,0.32542938199912896
284,Extra Trees Classifier,"(100, 10, 4, 1, 'auto')",38.095,1.0501685729977908,0.3282386189966928
285,Extra Trees Classifier,"(100, 10, 4, 1, 'sqrt')",38.095,1.0560585089988308,0.33350261200394016
286,Extra Trees Classifier,"(100, 10, 4, 1, 'log2')",38.095,0.8795200460008346,0.32641501699981745
287,Extra Trees Classifier,"(100, 10, 4, 3, 'auto')",38.095,1.0403132409992395,0.3285856370057445
288,Extra Trees Classifier,"(100, 10, 4, 3, 'sqrt')",38.095,1.0304820270030177,0.3290627239985042
289,Extra Trees Classifier,"(100, 10, 4, 3, 'log2')",38.095,0.8766528500054847,0.32892811200144934
290,Extra Trees Classifier,"(100, 10, 4, 5, 'auto')",38.095,1.0553358960023616,0.3375448119986686
291,Extra Trees Classifier,"(100, 10, 4, 5, 'sqrt')",38.095,1.0305306570007815,0.32844437300082063
292,Extra Trees Classifier,"(100, 10, 4, 5, 'log2')",38.095,0.8765993899942259,0.32618931899924064
293,Extra Trees Classifier,"(100, 10, 6, 1, 'auto')",38.095,1.050890836995677,0.3441795160033507
294,Extra Trees Classifier,"(100, 10, 6, 1, 'sqrt')",38.095,1.030035919000511,0.3281883800009382
295,Extra Trees Classifier,"(100, 10, 6, 1, 'log2')",38.095,0.8746127319973311,0.3345757909992244
296,Extra Trees Classifier,"(100, 10, 6, 3, 'auto')",38.095,1.0576358229955076,0.3326574399980018
297,Extra Trees Classifier,"(100, 10, 6, 3, 'sqrt')",38.095,1.037064610995003,0.3319348600052763
298,Extra Trees Classifier,"(100, 10, 6, 3, 'log2')",38.095,0.8766341010050382,0.3310887299958267
299,Extra Trees Classifier,"(100, 10, 6, 5, 'auto')",38.095,1.0400145050007268,0.32973069999570725
300,Extra Trees Classifier,"(100, 10, 6, 5, 'sqrt')",38.095,1.049457907996839,0.3288779710055678
301,Extra Trees Classifier,"(100, 10, 6, 5, 'log2')",38.095,0.8502364730011323,0.33032227699732175
302,Extra Trees Classifier,"(200, 10, 2, 1, 'auto')",38.095,2.0686349060051725,0.49504485500074225
303,Extra Trees Classifier,"(200, 10, 2, 1, 'sqrt')",38.095,2.051113246001478,0.4943219319975469
304,Extra Trees Classifier,"(200, 10, 2, 1, 'log2')",38.095,1.7257228210000903,0.49399695500324015
305,Extra Trees Classifier,"(200, 10, 2, 3, 'auto')",38.095,2.272448035000707,0.5001473109950894
306,Extra Trees Classifier,"(200, 10, 2, 3, 'sqrt')",38.095,2.080435084993951,0.5150467999992543
307,Extra Trees Classifier,"(200, 10, 2, 3, 'log2')",38.095,1.691277543999604,0.4968623950044275
308,Extra Trees Classifier,"(200, 10, 2, 5, 'auto')",38.095,2.049251345000812,0.5166879060052452
309,Extra Trees Classifier,"(200, 10, 2, 5, 'sqrt')",38.095,2.101725964996149,0.49989983800332993
310,Extra Trees Classifier,"(200, 10, 2, 5, 'log2')",38.095,1.7158345799980452,0.49186699600249995
311,Extra Trees Classifier,"(200, 10, 4, 1, 'auto')",38.095,2.089518107997719,0.49479025400069077
312,Extra Trees Classifier,"(200, 10, 4, 1, 'sqrt')",38.095,2.0755952620020253,0.48783795700001065
313,Extra Trees Classifier,"(200, 10, 4, 1, 'log2')",38.095,1.6819026619996293,0.49574151299748337
314,Extra Trees Classifier,"(200, 10, 4, 3, 'auto')",38.095,2.0720207520062104,0.5023006589981378
315,Extra Trees Classifier,"(200, 10, 4, 3, 'sqrt')",38.095,2.1074840919973212,0.4936247869991348
316,Extra Trees Classifier,"(200, 10, 4, 3, 'log2')",38.095,1.7284725249992334,0.501678679996985
317,Extra Trees Classifier,"(200, 10, 4, 5, 'auto')",38.095,2.0855619959984324,0.49733782300609164
318,Extra Trees Classifier,"(200, 10, 4, 5, 'sqrt')",38.095,2.1066204640010255,0.49059405099978903
319,Extra Trees Classifier,"(200, 10, 4, 5, 'log2')",38.095,1.7399200430008932,0.49073356299777515
320,Extra Trees Classifier,"(200, 10, 6, 1, 'auto')",38.095,2.0952751069999067,0.5053153250046307
321,Extra Trees Classifier,"(200, 10, 6, 1, 'sqrt')",38.095,2.0991833829975803,0.5021104370025569
322,Extra Trees Classifier,"(200, 10, 6, 1, 'log2')",38.095,1.7474587049946422,0.49736771499738097
323,Extra Trees Classifier,"(200, 10, 6, 3, 'auto')",38.095,2.107764323001902,0.4929414129946963
324,Extra Trees Classifier,"(200, 10, 6, 3, 'sqrt')",38.095,2.0659505240037106,0.4924374819966033
325,Extra Trees Classifier,"(200, 10, 6, 3, 'log2')",38.095,1.7007865359992138,0.4953736699972069
326,Extra Trees Classifier,"(200, 10, 6, 5, 'auto')",38.095,2.0957724179970683,0.49565183999948204
327,Extra Trees Classifier,"(200, 10, 6, 5, 'sqrt')",38.095,2.0916013789974386,0.48967710199940484
328,Extra Trees Classifier,"(200, 10, 6, 5, 'log2')",38.095,1.6620649469987256,0.4943324310006574
329,Extra Trees Classifier,"(300, 10, 2, 1, 'auto')",38.095,3.0868831269981456,0.6606678109965287
330,Extra Trees Classifier,"(300, 10, 2, 1, 'sqrt')",38.095,3.654529774998082,0.8034811980032828
331,Extra Trees Classifier,"(300, 10, 2, 1, 'log2')",38.095,2.592902813994442,0.7550290409999434
332,Extra Trees Classifier,"(300, 10, 2, 3, 'auto')",38.095,3.226987972004281,0.7468832140002633
333,Extra Trees Classifier,"(300, 10, 2, 3, 'sqrt')",38.095,3.1573486890047207,0.6672735739994096
334,Extra Trees Classifier,"(300, 10, 2, 3, 'log2')",38.095,2.5408504429942695,0.6635608100041281
335,Extra Trees Classifier,"(300, 10, 2, 5, 'auto')",38.095,3.114059781000833,0.6618275279979571
336,Extra Trees Classifier,"(300, 10, 2, 5, 'sqrt')",38.095,3.1097645869958797,0.6565954580000835
337,Extra Trees Classifier,"(300, 10, 2, 5, 'log2')",38.095,2.568188940997061,0.6880042990014772
338,Extra Trees Classifier,"(300, 10, 4, 1, 'auto')",38.095,3.0989590270037297,0.666072295003687
339,Extra Trees Classifier,"(300, 10, 4, 1, 'sqrt')",38.095,3.0668881540041184,0.7917719770048279
340,Extra Trees Classifier,"(300, 10, 4, 1, 'log2')",38.095,2.540030090000073,0.6807189530009055
341,Extra Trees Classifier,"(300, 10, 4, 3, 'auto')",38.095,3.0749472379975487,0.659934791001433
342,Extra Trees Classifier,"(300, 10, 4, 3, 'sqrt')",38.095,3.1241681210012757,0.6641333480001776
343,Extra Trees Classifier,"(300, 10, 4, 3, 'log2')",38.095,2.5519004899979336,0.6588069469944458
344,Extra Trees Classifier,"(300, 10, 4, 5, 'auto')",38.095,3.0802079910063185,0.6567032400052994
345,Extra Trees Classifier,"(300, 10, 4, 5, 'sqrt')",38.095,3.0592734919991926,0.7605910059937742
346,Extra Trees Classifier,"(300, 10, 4, 5, 'log2')",38.095,2.699638445999881,0.7210247159964638
347,Extra Trees Classifier,"(300, 10, 6, 1, 'auto')",38.095,3.101587108998501,0.7647939300004509
348,Extra Trees Classifier,"(300, 10, 6, 1, 'sqrt')",38.095,3.233797440996568,0.7480780610057991
349,Extra Trees Classifier,"(300, 10, 6, 1, 'log2')",38.095,2.5325236349963234,0.6774505349967512
350,Extra Trees Classifier,"(300, 10, 6, 3, 'auto')",38.095,3.1179739560029702,0.6786894599936204
351,Extra Trees Classifier,"(300, 10, 6, 3, 'sqrt')",38.095,3.0656883379997453,0.6981692900008056
352,Extra Trees Classifier,"(300, 10, 6, 3, 'log2')",38.095,2.5546410940005444,0.6734734119963832
353,Extra Trees Classifier,"(300, 10, 6, 5, 'auto')",38.095,3.0499835899972823,0.6763598209945485
354,Extra Trees Classifier,"(300, 10, 6, 5, 'sqrt')",38.095,3.0819163830019534,0.6787580560048809
355,Extra Trees Classifier,"(300, 10, 6, 5, 'log2')",38.095,2.5285848929997883,0.669094534998294
356,Gradient Boosting Classifier,"(100, 0.001, 0.001, 5)",33.333,0.4073834250011714,0.1667918590028421
357,Gradient Boosting Classifier,"(100, 0.001, 0.001, 10)",38.095,0.4507301820049179,0.1719377909976174
358,Gradient Boosting Classifier,"(100, 0.001, 0.001, 20)",42.857,0.45634411899663974,0.17651402200135635
359,Gradient Boosting Classifier,"(100, 0.001, 0.1, 5)",42.857,1.3236096230029943,0.1718773920001695
360,Gradient Boosting Classifier,"(100, 0.001, 0.1, 10)",28.571,2.8986575010058004,0.18391416500526248
361,Gradient Boosting Classifier,"(100, 0.001, 0.1, 20)",28.571,6.505185119000089,0.17842918100359384
362,Gradient Boosting Classifier,"(100, 0.001, 1, 5)",47.619,7.058751003001817,0.17148867300420534
363,Gradient Boosting Classifier,"(100, 0.001, 1, 10)",33.333,13.84625424999831,0.17885807000129716
364,Gradient Boosting Classifier,"(100, 0.001, 1, 20)",38.095,21.470574891995057,0.1732066440017661
365,Gradient Boosting Classifier,"(100, 0.01, 0.001, 5)",33.333,0.3924806949944468,0.16142352599854348
366,Gradient Boosting Classifier,"(100, 0.01, 0.001, 10)",42.857,0.4470591230056016,0.16450313499808544
367,Gradient Boosting Classifier,"(100, 0.01, 0.001, 20)",52.381,0.4573653230036143,0.16528530500363559
368,Gradient Boosting Classifier,"(100, 0.01, 0.1, 5)",38.095,1.3296689290000359,0.16464525899937144
369,Gradient Boosting Classifier,"(100, 0.01, 0.1, 10)",28.571,2.6868384150002385,0.1752385969957686
370,Gradient Boosting Classifier,"(100, 0.01, 0.1, 20)",28.571,6.1544137870005216,0.17550230699998792
371,Gradient Boosting Classifier,"(100, 0.01, 1, 5)",47.619,6.954735052000615,0.17054843799996888
372,Gradient Boosting Classifier,"(100, 0.01, 1, 10)",42.857,14.37150408400339,0.1670787469993229
373,Gradient Boosting Classifier,"(100, 0.01, 1, 20)",33.333,20.79446256099618,0.1697398470059852
374,Gradient Boosting Classifier,"(100, 0.1, 0.001, 5)",0.0,0.3507311080029467,0.1622785530053079
375,Gradient Boosting Classifier,"(100, 0.1, 0.001, 10)",4.762,0.3898859929977334,0.16339766699820757
376,Gradient Boosting Classifier,"(100, 0.1, 0.001, 20)",4.762,0.3547946199978469,0.16199847200186923
377,Gradient Boosting Classifier,"(100, 0.1, 0.1, 5)",19.048,1.2952470640011597,0.16833669599873247
378,Gradient Boosting Classifier,"(100, 0.1, 0.1, 10)",14.286,2.455842998002481,0.1663150480017066
379,Gradient Boosting Classifier,"(100, 0.1, 0.1, 20)",28.571,5.071439523002482,0.1698646010045195
380,Gradient Boosting Classifier,"(100, 0.1, 1, 5)",38.095,6.717834312003106,0.1650002599999425
381,Gradient Boosting Classifier,"(100, 0.1, 1, 10)",42.857,13.819802256999537,0.16591459699702682
382,Gradient Boosting Classifier,"(100, 0.1, 1, 20)",42.857,23.712707209000655,0.1785422489992925
383,Gradient Boosting Classifier,"(100, 1, 0.001, 5)",4.762,0.3167151820016443,0.16725342599966098
384,Gradient Boosting Classifier,"(100, 1, 0.001, 10)",0.0,0.3215803610000876,0.16584478499862598
385,Gradient Boosting Classifier,"(100, 1, 0.001, 20)",9.524,0.32895897299749777,0.16339750100451056
386,Gradient Boosting Classifier,"(100, 1, 0.1, 5)",14.286,1.310142342998006,0.1671855360036716
387,Gradient Boosting Classifier,"(100, 1, 0.1, 10)",0.0,2.2834086779985228,0.16643412499979604
388,Gradient Boosting Classifier,"(100, 1, 0.1, 20)",4.762,4.3142864129986265,0.17085562300053425
389,Gradient Boosting Classifier,"(100, 1, 1, 5)",47.619,6.59414823899715,0.16446550100226887
390,Gradient Boosting Classifier,"(100, 1, 1, 10)",28.571,13.902498081995873,0.16655860399623634
391,Gradient Boosting Classifier,"(100, 1, 1, 20)",52.381,35.09380760000204,0.1796978450001916
392,Gradient Boosting Classifier,"(200, 0.001, 0.001, 5)",38.095,0.79787945899443,0.1705917409999529
393,Gradient Boosting Classifier,"(200, 0.001, 0.001, 10)",38.095,0.9107307889935328,0.1705561599956127
394,Gradient Boosting Classifier,"(200, 0.001, 0.001, 20)",38.095,0.9265336019961978,0.17284305799694266
395,Gradient Boosting Classifier,"(200, 0.001, 0.1, 5)",38.095,2.696293332002824,0.16593868299969472
396,Gradient Boosting Classifier,"(200, 0.001, 0.1, 10)",28.571,5.5935050359985325,0.1760123830026714
397,Gradient Boosting Classifier,"(200, 0.001, 0.1, 20)",28.571,13.148447758998373,0.18887757800257532
398,Gradient Boosting Classifier,"(200, 0.001, 1, 5)",47.619,13.851483733997156,0.1657811870027217
399,Gradient Boosting Classifier,"(200, 0.001, 1, 10)",33.333,27.454551631999493,0.17237694100185763
400,Gradient Boosting Classifier,"(200, 0.001, 1, 20)",38.095,39.963691605997155,0.1839549750002334
401,Gradient Boosting Classifier,"(200, 0.01, 0.001, 5)",52.381,0.7690865160038811,0.16754461000527954
402,Gradient Boosting Classifier,"(200, 0.01, 0.001, 10)",47.619,0.9125931870003114,0.16539923100208398
403,Gradient Boosting Classifier,"(200, 0.01, 0.001, 20)",57.143,0.9202838349956437,0.1666897689938196
404,Gradient Boosting Classifier,"(200, 0.01, 0.1, 5)",33.333,2.622237875999417,0.1645221259968821
405,Gradient Boosting Classifier,"(200, 0.01, 0.1, 10)",28.571,5.229303665997577,0.1716219110021484
406,Gradient Boosting Classifier,"(200, 0.01, 0.1, 20)",38.095,12.49754284699884,0.19903295100084506
407,Gradient Boosting Classifier,"(200, 0.01, 1, 5)",38.095,13.903275522003241,0.1661754570013727
408,Gradient Boosting Classifier,"(200, 0.01, 1, 10)",42.857,29.42235694899864,0.17557262699847342
409,Gradient Boosting Classifier,"(200, 0.01, 1, 20)",28.571,42.12177198500285,0.1799963990051765
410,Gradient Boosting Classifier,"(200, 0.1, 0.001, 5)",0.0,0.650333129997307,0.16351016399858054
411,Gradient Boosting Classifier,"(200, 0.1, 0.001, 10)",4.762,0.747241817000031,0.16668719600420445
412,Gradient Boosting Classifier,"(200, 0.1, 0.001, 20)",0.0,0.6472148109969567,0.16438025299430592
413,Gradient Boosting Classifier,"(200, 0.1, 0.1, 5)",38.095,2.53934050299722,0.16706069199426565
414,Gradient Boosting Classifier,"(200, 0.1, 0.1, 10)",4.762,4.768329002996325,0.17212770799960708
415,Gradient Boosting Classifier,"(200, 0.1, 0.1, 20)",19.048,9.93476871799794,0.18772008000087226
416,Gradient Boosting Classifier,"(200, 0.1, 1, 5)",33.333,13.299624454004515,0.16551959500066005
417,Gradient Boosting Classifier,"(200, 0.1, 1, 10)",38.095,27.38986815100361,0.17686147800122853
418,Gradient Boosting Classifier,"(200, 0.1, 1, 20)",42.857,58.07857042199612,0.18614185699698282
419,Gradient Boosting Classifier,"(200, 1, 0.001, 5)",0.0,0.5755451639997773,0.1622965389979072
420,Gradient Boosting Classifier,"(200, 1, 0.001, 10)",9.524,0.6038780579983722,0.16457879800145747
421,Gradient Boosting Classifier,"(200, 1, 0.001, 20)",4.762,0.6401299550052499,0.1678231109981425
422,Gradient Boosting Classifier,"(200, 1, 0.1, 5)",14.286,2.5363242349994835,0.171962957996584
423,Gradient Boosting Classifier,"(200, 1, 0.1, 10)",4.762,4.470823753996228,0.17033091600023909
424,Gradient Boosting Classifier,"(200, 1, 0.1, 20)",0.0,8.23534884199762,0.17629465199570404
425,Gradient Boosting Classifier,"(200, 1, 1, 5)",38.095,13.286593423996237,0.1639625169991632
426,Gradient Boosting Classifier,"(200, 1, 1, 10)",28.571,27.276438474000315,0.17285666100360686
427,Gradient Boosting Classifier,"(200, 1, 1, 20)",52.381,68.01159689600172,0.20145433099969523
428,Gradient Boosting Classifier,"(300, 0.001, 0.001, 5)",33.333,1.1811896010040073,0.166301380006189
429,Gradient Boosting Classifier,"(300, 0.001, 0.001, 10)",33.333,1.3624290380030288,0.1704289780027466
430,Gradient Boosting Classifier,"(300, 0.001, 0.001, 20)",33.333,1.3758276480002678,0.16742013600014616
431,Gradient Boosting Classifier,"(300, 0.001, 0.1, 5)",28.571,4.000508158002049,0.17193502699956298
432,Gradient Boosting Classifier,"(300, 0.001, 0.1, 10)",28.571,8.290056739002466,0.17983198200090555
433,Gradient Boosting Classifier,"(300, 0.001, 0.1, 20)",28.571,19.955835494001803,0.20401674300228478
434,Gradient Boosting Classifier,"(300, 0.001, 1, 5)",47.619,20.797520378000627,0.22199099200224737
435,Gradient Boosting Classifier,"(300, 0.001, 1, 10)",38.095,41.80140953999944,0.18481793799583102
436,Gradient Boosting Classifier,"(300, 0.001, 1, 20)",38.095,67.02642143699632,0.2419619810025324
437,Gradient Boosting Classifier,"(300, 0.01, 0.001, 5)",47.619,1.2411780069960514,0.16794367700640578
438,Gradient Boosting Classifier,"(300, 0.01, 0.001, 10)",52.381,1.4238188410017756,0.1882457899992005
439,Gradient Boosting Classifier,"(300, 0.01, 0.001, 20)",42.857,1.4929037149995565,0.17060899699572474
440,Gradient Boosting Classifier,"(300, 0.01, 0.1, 5)",28.571,3.8965744159941096,0.183651450999605
441,Gradient Boosting Classifier,"(300, 0.01, 0.1, 10)",28.571,7.881625433998124,0.18845540499751223
442,Gradient Boosting Classifier,"(300, 0.01, 0.1, 20)",38.095,19.686949958995683,0.20812966299854452
443,Gradient Boosting Classifier,"(300, 0.01, 1, 5)",47.619,21.374177362005867,0.16825615699781338
444,Gradient Boosting Classifier,"(300, 0.01, 1, 10)",38.095,44.10621367600106,0.19475538400001824
445,Gradient Boosting Classifier,"(300, 0.01, 1, 20)",38.095,63.839497337001376,0.19832205599959707
446,Gradient Boosting Classifier,"(300, 0.1, 0.001, 5)",0.0,0.943631000998721,0.16532135700254003
447,Gradient Boosting Classifier,"(300, 0.1, 0.001, 10)",4.762,1.0919105650027632,0.17230208300316008
448,Gradient Boosting Classifier,"(300, 0.1, 0.001, 20)",0.0,0.9563110840026638,0.16406152499985183
449,Gradient Boosting Classifier,"(300, 0.1, 0.1, 5)",14.286,3.8833546999958344,0.16541698600485688
450,Gradient Boosting Classifier,"(300, 0.1, 0.1, 10)",4.762,7.202591029999894,0.17937998900015373
451,Gradient Boosting Classifier,"(300, 0.1, 0.1, 20)",19.048,14.236340839001059,0.18993410800612764
452,Gradient Boosting Classifier,"(300, 0.1, 1, 5)",33.333,19.96320659900084,0.1661509599944111
453,Gradient Boosting Classifier,"(300, 0.1, 1, 10)",47.619,41.057120129000396,0.17748794199724216
454,Gradient Boosting Classifier,"(300, 0.1, 1, 20)",47.619,92.39386201800517,0.20160870200197678
455,Gradient Boosting Classifier,"(300, 1, 0.001, 5)",0.0,0.8569113030025619,0.1627582290020655
456,Gradient Boosting Classifier,"(300, 1, 0.001, 10)",4.762,0.8999928870034637,0.16794718399614794
457,Gradient Boosting Classifier,"(300, 1, 0.001, 20)",9.524,0.917519781003648,0.16753467100352282
458,Gradient Boosting Classifier,"(300, 1, 0.1, 5)",19.048,3.7204139710011077,0.16583235299913213
459,Gradient Boosting Classifier,"(300, 1, 0.1, 10)",0.0,7.6112982429986005,0.18207990399969276
460,Gradient Boosting Classifier,"(300, 1, 0.1, 20)",9.524,13.436040936001518,0.21970836799300741
461,Gradient Boosting Classifier,"(300, 1, 1, 5)",57.143,22.17532821599889,0.1700474480021512
462,Gradient Boosting Classifier,"(300, 1, 1, 10)",19.048,46.17247171700001,0.19917120100581087
463,Gradient Boosting Classifier,"(300, 1, 1, 20)",52.381,102.66367950799759,0.22167562800314045
464,Stacking Classifier,100,33.333,10.538082945000497,0.3743245459991158
465,Stacking Classifier,200,33.333,20.083167119999416,0.5613174049940426
466,Stacking Classifier,300,33.333,29.927426859998377,0.7252243830007501
